Name  |  Old Price  |  New Price  |  Characteristics  |  Link
Microsoft Office 2019 PRO 32/64 / 1PC / OEM / PL  |  199,00 zł  |  104,99 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Nazwa: MICROSOFT OFFICE 2019 PRO PL Producent: Microsoft Platforma: Windows Rodzaj: OEM Wersja produktu: elektroniczna (kod aktywacyjny) Okres licencji: licencja wieczysta Liczba stanowisk: 1  |  https://allegro.pl/events/clicks?emission_unit_id=afe8fb3f-4ad6-4679-95ae-481fb34f1f18&type=OFFER&ts=1605182996807&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmicrosoft-office-2019-pro-32-64-1pc-oem-pl-9764722759%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Aqueryandcategory%26bi_c%3DZTU1YjUyMjItMTg3MS00OWJjLWEzYjItN2E2NWM2YjBjZjg0AA%26bi_t%3Dape&placement=listing:desktop:queryandcategory&sig=c9a00e65cd98dc74794af5d2153f0224
BLENDER RĘCZNY WIELOFUNKCYJNY SALAN FAST 1200W  |  299,00 zł  |  139,00 zł  |  Faktura: Wystawiam fakturę VAT  |  Dane podstawowe Stan: Nowy Marka: inna (SALAN) Model: SALAN FAST SN1200 Kod producenta: SALAN FAST SN1200  |  Parametry fizyczne Kolor dominujący: srebrny/szary Waga produktu: 1.4 kg Waga (z opakowaniem): 1.65 kg  |  Dane szczegółowe Moc: 1200 W Prędkość obrotowa: 18000 obr./min Regulacja obrotów: tak Zasilanie: sieciowe Tryby pracy: turbo Cechy dodatkowe: elementy można myć w zmywarce Funkcje: kruszenie lodu, krojenie, mielenie, mieszanie, miksowanie, rozdrabnianie, szatkowanie, tarcie, ubijanie, ucieranie, wyrabianie ciasta Bezpieczeństwo: nóżki antypoślizgowe, zabezpieczenie przed przegrzaniem Załączone wyposażenie: pojemnik, rozdrabniacz, końcówka do ubijania, końcówka blendująca, wymienne noże, malakser, przykrywka  |  https://allegro.pl/oferta/blender-reczny-wielofunkcyjny-salan-fast-1200w-9291656852
GOFROWNICA na 4 chrupiące GOFRY 1500W DUŻA MOC  |  350,00 zł  |  199,99 zł  |  Faktura: Wystawiam fakturę VAT  |  Dane podstawowe Stan: Nowy Marka: Transa Electronics Model: TE-33 Kod producenta: TE-33  |  Parametry fizyczne Kolor dominujący: czarny Szerokość produktu: 27.3 cm Wysokość produktu: 12 cm Głębokość produktu: 30 cm Waga produktu: 2.9 kg Materiał obudowy: tworzywo sztuczne, metal  |  Dane szczegółowe Moc: 1500 W Kształt gofrów: kwadrat Liczba gofrów: 4 Nieprzywierająca powłoka: tak Komunikacja: lampka kontrolna, wskaźnik zasilania, wskaźnik pracy, wskaźnik gotowości do pracy Bezpieczeństwo: termoizolowana obudowa, nóżki antypoślizgowe, nienagrzewający się uchwyt, zabezpieczenie przed przegrzaniem  |  https://allegro.pl/oferta/gofrownica-na-4-chrupiace-gofry-1500w-duza-moc-9626336124
WYCISKARKA WOLNOOBROTOWA SQEEZEMAX X-800-W 3w1  |  1 499,00 zł  |  649,00 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Marka: Koliber Model: SQUEEZEMAX X-800-W Kolor dominujący: biały Rodzaj: pionowa Moc: 800 W Odpływ soku: do pojemnika na sok Pojemność zbiornika na sok: 1 l Pojemność zbiornika na miąższ: 1 l Prędkość ślimaka: 60 obr./min Szerokość produktu: 20 cm Wysokość produktu: 48 cm Głębokość produktu: 24 cm Waga produktu: 7.2 kg Waga (z opakowaniem): 9.2 kg Kod producenta: KH-SJ2475PE3-W Bezpieczeństwo: antypoślizgowe nóżki, blokada bezpieczeństwa, blokada kapania, zabezpieczenie przed przegrzaniem, blokada przy nieprawidłowym złożeniu, blokada przed uruchomieniem bez pokrywy Funkcje: bieg wsteczny, płynny start, dwukierunkowe obracanie stożka, inne Cechy dodatkowe: elementy z ULTEMu, sitko do lodów, sitko do smoothie Załączone wyposażenie: filtr, popychacz, szczoteczka do czyszczenia, pojemnik na miąższ, pojemnik na sok, pokrywa, sitko, wymienny stożek  |  https://allegro.pl/oferta/wyciskarka-wolnoobrotowa-sqeezemax-x-800-w-3w1-9482717414
Ekspres przelewowy do kawy 1,5L 1000W LCD FILTR  |  300,00 zł  |  129,99 zł  |  Faktura: Wystawiam fakturę VAT  |  Dane podstawowe Stan: Nowy Marka: Transa Electronics Model: TE-70 Kod producenta: A373-7551A  |  Parametry fizyczne Kolor dominujący: czarny Pojemność: 1.5 l Pojemność zbiornika na wodę: 1,5 Pojemność naczynia na kawę: 1,5 Szerokość produktu: 19.5 cm Wysokość produktu: 31.5 cm Głębokość produktu: 25 cm Waga produktu: 1.6 kg Waga (z opakowaniem): 2.3 kg Materiał: metal, tworzywo sztuczne, szkło  |  Dane szczegółowe Moc: 1000 W Rodzaj naczynia na kawę: dzbanek Sterowanie: mechaniczne Funkcje: automatyczne włączanie, automatyczne wyłączanie, podtrzymywanie temperatury, programator Komunikacja: wyświetlacz, wskaźnik poziomu wody, wskaźnik włączenia urządzenia Cechy dodatkowe: Automatyczne wyłączanie, Blokada kapania Anti-Drip, Płyta grzewcza podtrzymująca temperaturę dzbanka, Wyświetlacz LCD z zegarem Załączone wyposażenie: dzbanek, miarka  |  https://allegro.pl/oferta/ekspres-przelewowy-do-kawy-1-5l-1000w-lcd-filtr-9436909382
Ekspres przelewowy do kawy 1,8L 1000W LED FILTR  |  350,00 zł  |  199,99 zł  |  Faktura: Wystawiam fakturę VAT  |  Dane podstawowe Stan: Nowy Marka: Transa Electronics Model: TE-71 Kod producenta: F2D4-55436  |  Parametry fizyczne Kolor dominujący: srebrny/szary Pojemność: 1.8 l Pojemność zbiornika na wodę: 1,8 Pojemność naczynia na kawę: 1,8 Szerokość produktu: 17 cm Wysokość produktu: 36.5 cm Głębokość produktu: 22 cm Waga produktu: 2.4 kg Waga (z opakowaniem): 3.2 kg Materiał: metal, tworzywo sztuczne, szkło  |  Dane szczegółowe Moc: 1000 W Rodzaj naczynia na kawę: dzbanek Sterowanie: elektroniczne Funkcje: automatyczne wyłączanie, podtrzymywanie temperatury, programator Komunikacja: wyświetlacz, lampka kontrolna, wskaźnik poziomu wody, wskaźnik włączenia urządzenia Cechy dodatkowe: Automatyczne wyłączanie, Blokada kapania ANTI-DRIP, Dotykowy panel sterowania LED, Płyta grzewcza podtrzymująca temperaturę dzbanka, Wyświetlacz LED z zegarem Załączone wyposażenie: dzbanek, miarka  |  https://allegro.pl/oferta/ekspres-przelewowy-do-kawy-1-8l-1000w-led-filtr-9436935260
WYCISKARKA WOLNOOBROTOWA DO SOKÓW KERCH MUSE 400W  |  699,00 zł  |  269,00 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Marka: inna (Kerch) Model: Muse SJ400 Kolor dominujący: czarny Rodzaj: pionowa Konstrukcja: jednoślimakowa Moc: 400 W Liczba poziomów prędkości: 1 Odpływ soku: do pojemnika na sok Pojemność zbiornika na sok: 1 l Pojemność zbiornika na miąższ: 1 l Prędkość ślimaka: 65 obr./min Funkcje: bieg wsteczny Szerokość produktu: 17 cm Wysokość produktu: 38 cm Głębokość produktu: 22 cm Waga produktu: 4.7 kg Waga (z opakowaniem): 5 kg Kod producenta: Muse SJ400 Bezpieczeństwo: antypoślizgowe nóżki, blokada bezpieczeństwa, blokada kapania, zabezpieczenie przed przegrzaniem, blokada przy nieprawidłowym złożeniu, blokada przed uruchomieniem bez pokrywy Cechy dodatkowe: filtry wykonane z wysokiej jakości stali nierdzewnej, filtr z małymi oczkami, filtr z dużymi oczkami, filtr do mrożonych owoców Załączone wyposażenie: filtr, popychacz, szczoteczka do czyszczenia, pojemnik na miąższ, pojemnik na sok, pokrywa  |  https://allegro.pl/oferta/wyciskarka-wolnoobrotowa-do-sokow-kerch-muse-400w-9315338169
WYCISKARKA WOLNOOBROTOWA SQEEZEMAX X-800-W 3w1  |  1 499,00 zł  |  719,00 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Marka: Koliber Model: SQUEEZEMAX X-800-W Kolor dominujący: czarny Rodzaj: pionowa Moc: 800 W Odpływ soku: do pojemnika na sok Pojemność zbiornika na sok: 1 l Pojemność zbiornika na miąższ: 1 l Prędkość ślimaka: 60 obr./min Szerokość produktu: 20 cm Wysokość produktu: 48 cm Głębokość produktu: 24 cm Waga produktu: 7.2 kg Waga (z opakowaniem): 9.2 kg Kod producenta: KH-SJ2475PE3-B Bezpieczeństwo: antypoślizgowe nóżki, blokada bezpieczeństwa, blokada kapania, zabezpieczenie przed przegrzaniem, blokada przy nieprawidłowym złożeniu, blokada przed uruchomieniem bez pokrywy Funkcje: bieg wsteczny, płynny start, dwukierunkowe obracanie stożka, inne Cechy dodatkowe: elementy z ULTEMu, sitko do lodów, sitko do smoothie Załączone wyposażenie: filtr, popychacz, szczoteczka do czyszczenia, pojemnik na miąższ, pojemnik na sok, pokrywa, sitko, wymienny stożek  |  https://allegro.pl/oferta/wyciskarka-wolnoobrotowa-sqeezemax-x-800-w-3w1-9482691120
Waga kuchenna elektroniczna INOX LED MARKOWA  |  180,00 zł  |  79,99 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Marka: Transa Electronics Model: TE-02 Kolor dominujący: srebrny/szary Rodzaj baterii: baterie AAA Maksymalne obciążenie: 5 kg Dokładność pomiaru: 1 g Załączone wyposażenie: baterie Szerokość produktu: 15.5 cm Wysokość produktu: 23 cm Głębokość produktu: 2 cm Waga produktu: 0.4 kg Waga (z opakowaniem): 0.5 kg Kod producenta: 100E-392A0 Materiał: metal, tworzywo sztuczne Jednostki pomiaru: gram (g), kilogram (kg), uncja (oz), funt (lb), mililitr (ml), uncja cieczy (fl oz) Komunikacja: wyświetlacz, wskaźnik poziomu baterii, wskaźnik przeciążenia Funkcje: automatyczne wyłączanie, tarowanie  |  https://allegro.pl/oferta/waga-kuchenna-elektroniczna-inox-led-markowa-9297440922
NUTRI BLENDER 1200W MIKSOWANIE MIELENIE KOKTAJLE  |  500,00 zł  |  219,99 zł  |  Faktura: Wystawiam fakturę VAT  |  Dane podstawowe Stan: Nowy Marka: Transa Electronics Model: BT-20 Kod producenta: BT-20  |  Parametry fizyczne Kolor dominujący: srebrny/szary Pojemność kielicha: 1 l Szerokość produktu: 15.75 cm Wysokość produktu: 20.5 cm Głębokość produktu: 15.75 cm Waga produktu: 3.1 kg Waga (z opakowaniem): 3.3 kg Materiał wykonania kielicha: tworzywo sztuczne  |  Dane szczegółowe Moc: 1200 W Prędkość obrotowa: 19000 obr./min Rodzaj regulacji obrotów: brak Tryby pracy: turbo Blender personalny: tak Funkcje: kruszenie lodu, mielenie, mieszanie, miksowanie, rozdrabnianie Bezpieczeństwo: nóżki antypoślizgowe, blokada bezpieczeństwa, zabezpieczenia przed przegrzaniem, zabezpieczenie przed nieprawidłowym montażem Cechy dodatkowe: mielenie, miksowanie, rozdrabnianie, młynek, dwa pojemniki z tritanu, podstawa z ostrzami płaskimi, podstawa z ostrzami krzyżowymi, dwie pokrywy do przechowywania żywności, pokrywa z zamykanym otworem Załączone wyposażenie: przykrywka, młynek, butelka  |  https://allegro.pl/oferta/nutri-blender-1200w-miksowanie-mielenie-koktajle-9527098861
WYCISKARKA WOLNOOBROTOWA SQEEZEMAX X-800-W 3w1  |  1 499,00 zł  |  699,00 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Marka: Koliber Model: X-800-W Kolor dominujący: srebrny/szary Rodzaj: pionowa Moc: 800 W Odpływ soku: do pojemnika na sok Pojemność zbiornika na sok: 1 l Pojemność zbiornika na miąższ: 1 l Prędkość ślimaka: 60 obr./min Szerokość produktu: 20 cm Wysokość produktu: 48 cm Głębokość produktu: 24 cm Waga produktu: 7.2 kg Waga (z opakowaniem): 9.2 kg Kod producenta: KH-SJ2475PE3-S Bezpieczeństwo: antypoślizgowe nóżki, blokada bezpieczeństwa, blokada kapania, zabezpieczenie przed przegrzaniem, blokada przy nieprawidłowym złożeniu, blokada przed uruchomieniem bez pokrywy Funkcje: bieg wsteczny, płynny start, dwukierunkowe obracanie stożka Cechy dodatkowe: elementy z ULTEMu, sitko do lodów, sitko do smoothie Załączone wyposażenie: filtr, popychacz, szczoteczka do czyszczenia, pojemnik na miąższ, pojemnik na sok, pokrywa, sitko, wymienny stożek  |  https://allegro.pl/oferta/wyciskarka-wolnoobrotowa-sqeezemax-x-800-w-3w1-9482330876
Oczyszczacz powietrza z jonizacją 4x FILTR GRATIS  |  1 000,00 zł  |  499,99 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Marka: Transa Electronics Model: TE-55 Kolor dominujący: biały Maksymalna wielkość pomieszczenia: 20 m² Poziom hałasu: 18 dB Maksymalna wydajność: 160 m³/h Moc: 40 W Tryby pracy: jonizacja Cechy dodatkowe: Filtry Szerokość produktu: 32 cm Wysokość produktu: 50.5 cm Głębokość produktu: 16 cm Waga produktu: 4.8 kg Waga (z opakowaniem): 5 kg Kod producenta: TE-55 Filtry: HEPA, jonizacyjny, lampa UV, węglowy Komunikacja: wyświetlacz, lampka kontrolna, sygnał dźwiękowy, wskaźnik konieczności wymiany filtra Funkcje urządzenia: programator czasowy, automatyczne wyłączanie, regulacja prędkości, zdalne sterowanie  |  https://allegro.pl/oferta/oczyszczacz-powietrza-z-jonizacja-4x-filtr-gratis-9577828892
Matt Etui Case TPU do iPhone 12 / 12 PRO + SZKŁO  |    |  7,99 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Dedykowany model: IPHONE 12 PRO Kod producenta: 162204 Producent: VegaCom Przeznaczenie: Apple Kolor: czarny Typ: plecki Materiał: tworzywo sztuczne Załączone wyposażenie: szkło hartowane Funkcje: ładowanie indukcyjne, pochłanianie wstrząsów  |  https://allegro.pl/events/clicks?emission_unit_id=6e6c75a7-13b6-4c98-96a6-2340e888950a&type=OFFER&ts=1605182996807&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fmatt-etui-case-tpu-do-iphone-12-12-pro-szklo-9810262255%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Aqueryandcategory%26bi_c%3DZWIwNzJjYTctMjYxZS00ZDc5LWJmYmMtM2Y1OGUwYzAwMGI3AA%26bi_t%3Dape&placement=listing:desktop:queryandcategory&sig=bce7b37bd2f5521a4639207bd82b5bfd
THERMOMIX TM6 TM5 OSŁONA NOŻA MIKSUJĄCEGO  |    |  99,00 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Marka: inna Model: 9507879825 Kolor dominujący: inny Moc: 1500 W Rodzaj regulacji obrotów: płynna Waga produktu: 0.15 kg Kod producenta: INNY Tryby pracy: turbo, pulsacyjny Funkcje: gotowanie, kruszenie lodu, krojenie, mielenie, mieszanie, miksowanie, podgrzewanie, rozdrabnianie, szatkowanie, ubijanie, ucieranie, wyrabianie ciasta  |  https://allegro.pl/oferta/thermomix-tm6-tm5-oslona-noza-miksujacego-9507879825
SŁUCHAWKI BEZPRZEWODOWE do Xiaomi Huawei Samsung  |  319,00 zł  |  159,00 zł  |  Stan: Nowy Faktura: Wystawiam fakturę VAT Marka: RED TWS Model: G06 Kolor dominujący: czarny Rodzaj słuchawek: dokanałowe Mikrofon: tak Regulacja głośności: tak Transmisja sygnału: Bluetooth Czas czuwania: 150 h Zasięg: 10 m Czas pracy: 5 h Załączone wyposażenie: Wymienne gumki , przewód zasilający , powerbank Kod producenta: G06 Pasmo przenoszenia: 20-20000 Hz Cechy dodatkowe: Słuchawki bluetooth, wsparcie SIRI, Słuchawki woododporne, Bluetooth 5.0, Słuchawki bezprzewodowe, słuchawka bezprzewodowa, zestaw słuchawkowy ,sportowe, Pasują do Apple , Samsung , Xiaomi , Sony , LG , Huawei, Wspierane systemy : Android , Windows , IOS, Powerbank dla innych urządzeń  |  Parametry dodatkowe Kolor: CZARNY  |  https://allegro.pl/oferta/sluchawki-bezprzewodowe-do-xiaomi-huawei-samsung-9742086524
FIRMOWE GŁOŚNIKI KOMPUTEROWE 2.0 JACK ZASILANIE  |  79,00 zł  |  40,00 zł  |  Faktura: Wystawiam fakturę VAT  |  Dane podstawowe Stan: Nowy Producent: Esperanza Kod producenta: TP102 Model: TP102  |  Dane szczegółowe Kolor: czarny Rodzaj zestawu: 2.0 Moc głośników (RMS): 10 W Moc szczytowa: 2 W Sterowanie: brak Złącza: wejście minijack 3,5 mm  |  https://allegro.pl/oferta/firmowe-glosniki-komputerowe-2-0-jack-zasilanie-9243001366
